75530,3655.408,INFO,,(SimulationWorker.java:55),"Initializing AirbrakeExtension with config: AirbrakeConfig{cfdDataFilePath='C:\SchoolStuff\7th - 8th Senior Design\airbrakes_cfd_data.csv', referenceArea=0.008706, referenceLength=0.10159998984, targetApogee=548.64, deployAltitudeThreshold=0.3048, maxMachForDeployment=1.0, alwaysOpenMode=false, alwaysOpenPercentage=1.0, apogeeToleranceMeters=null}"
75531,3655.408,DEBUG,,(SimulationWorker.java:55),Simulation: calling simulator
75532,3655.41,VBOSE,,(SimulationWorker.java:55),"Adding event to queue: FlightEvent[type=LAUNCH,time=0.0,source=Legacy,data=null]"
75533,3655.41,INFO,,(SimulationWorker.java:55),Loading CFD data from: C:\SchoolStuff\7th - 8th Senior Design\airbrakes_cfd_data.csv
75534,3655.41,DEBUG,,(SimulationWorker.java:55),Opened C:\SchoolStuff\7th - 8th Senior Design\airbrakes_cfd_data.csv from filesystem
75535,3655.41,INFO,,(SimulationWorker.java:55),Loaded 18 data points from C:\SchoolStuff\7th - 8th Senior Design\airbrakes_cfd_data.csv
75536,3655.41,INFO,,(SimulationWorker.java:55),"Airbrake CFD data loaded with 6 Mach points, 3 deployment points"
75537,3655.41,INFO,,(SimulationWorker.java:55),"Airbrake listener initialised: Sref=0.0 m^2, Lref=0.0 m, maxRate=1.0 frac/s"
75538,3655.41,INFO,,(SimulationWorker.java:55),>>Starting simulation of branch: Sustainer
75539,3655.411,VBOSE,,(SimulationWorker.java:55),HandleEvents: current branch = Sustainer
75540,3655.411,VBOSE,,(SimulationWorker.java:55),"Obtained event from queue: FlightEvent[type=LAUNCH,time=0.0,source=Legacy,data=null]"
75541,3655.411,VBOSE,,(SimulationWorker.java:55),Remaining EventQueue = []
75542,3655.411,INFO,,(SimulationWorker.java:55),Queueing Ignition Event for: Motor Tube + RMFS/951ccd84 / J500G - Armed @: 0.0
75543,3655.411,VBOSE,,(SimulationWorker.java:55),"Adding event to queue: FlightEvent[type=IGNITION,time=0.0,source=Motor Tube + RMFS,data=J500G]"
75544,3655.411,DEBUG,,(SimulationRunDialog.java:479),LAUNCH
75545,3655.413,VBOSE,,(SimulationWorker.java:55),"Handling event FlightEvent[type=LAUNCH,time=0.0,source=Legacy,data=null]"
75546,3655.413,VBOSE,,(SimulationWorker.java:55),"Obtained event from queue: FlightEvent[type=IGNITION,time=0.0,source=Motor Tube + RMFS,data=J500G]"
75547,3655.413,VBOSE,,(SimulationWorker.java:55),Remaining EventQueue = []
75548,3655.413,VBOSE,,(SimulationWorker.java:55),"Handling event FlightEvent[type=IGNITION,time=0.0,source=Motor Tube + RMFS,data=J500G]"
75549,3655.413,INFO,,(SimulationWorker.java:55),Igniting motor: Motor Tube + RMFS/951ccd84 / J500G - Armed @0.0
75550,3655.413,VBOSE,,(SimulationWorker.java:55),"Adding event to queue: FlightEvent[type=BURNOUT,time=1.45,source=Motor Tube + RMFS,data=J500G]"
75551,3655.413,VBOSE,,(SimulationWorker.java:55),"Obtained event from queue: FlightEvent[type=ALTITUDE,time=0.0,source=Motor Tube + RMFS,data=null]"
